"timestamp_iso","timestamp_ms","date","date_local","time_local","kwh","status","status_class"
"2025-01-21T16:15:00+0100",1737472500000,2025-01-21,"21.01.2025","16:15:00",0.303,"Echtwert gemessen (L1)","measured"
"2025-01-21T16:30:00+0100",1737473400000,2025-01-21,"21.01.2025","16:30:00",0.298,"Echtwert gemessen (L1)","measured"
"2025-01-21T16:45:00+0100",1737474300000,2025-01-21,"21.01.2025","16:45:00",0.696,"Echtwert gemessen (L1)","measured"
"2025-01-21T17:00:00+0100",1737475200000,2025-01-21,"21.01.2025","17:00:00",0.524,"Echtwert gemessen (L1)","measured"
"2025-01-21T17:15:00+0100",1737476100000,2025-01-21,"21.01.2025","17:15:00",0.453,"Echtwert gemessen (L1)","measured"
"2025-01-21T17:30:00+0100",1.737477e+12,2025-01-21,"21.01.2025","17:30:00",0.41,"Echtwert gemessen (L1)","measured"
"2025-01-21T17:45:00+0100",1737477900000,2025-01-21,"21.01.2025","17:45:00",0.809,"Echtwert gemessen (L1)","measured"
"2025-01-21T18:00:00+0100",1737478800000,2025-01-21,"21.01.2025","18:00:00",0.353,"Echtwert gemessen (L1)","measured"
"2025-01-21T18:15:00+0100",1737479700000,2025-01-21,"21.01.2025","18:15:00",0.35,"Echtwert gemessen (L1)","measured"
"2025-01-21T18:30:00+0100",1737480600000,2025-01-21,"21.01.2025","18:30:00",0.398,"Echtwert gemessen (L1)","measured"
"2025-01-21T18:45:00+0100",1737481500000,2025-01-21,"21.01.2025","18:45:00",0.653,"Echtwert gemessen (L1)","measured"
"2025-01-21T19:00:00+0100",1737482400000,2025-01-21,"21.01.2025","19:00:00",0.464,"Echtwert gemessen (L1)","measured"
"2025-01-21T19:15:00+0100",1737483300000,2025-01-21,"21.01.2025","19:15:00",0.483,"Echtwert gemessen (L1)","measured"
"2025-01-21T19:30:00+0100",1737484200000,2025-01-21,"21.01.2025","19:30:00",0.347,"Echtwert gemessen (L1)","measured"
"2025-01-21T19:45:00+0100",1737485100000,2025-01-21,"21.01.2025","19:45:00",0.353,"Echtwert gemessen (L1)","measured"
"2025-01-21T20:00:00+0100",1.737486e+12,2025-01-21,"21.01.2025","20:00:00",0.364,"Echtwert gemessen (L1)","measured"
"2025-01-21T20:15:00+0100",1737486900000,2025-01-21,"21.01.2025","20:15:00",0.385,"Echtwert gemessen (L1)","measured"
"2025-01-21T20:30:00+0100",1737487800000,2025-01-21,"21.01.2025","20:30:00",0.378,"Echtwert gemessen (L1)","measured"
"2025-01-21T20:45:00+0100",1737488700000,2025-01-21,"21.01.2025","20:45:00",0.442,"Echtwert gemessen (L1)","measured"
"2025-01-21T21:00:00+0100",1737489600000,2025-01-21,"21.01.2025","21:00:00",0.43,"Echtwert gemessen (L1)","measured"
"2025-01-21T21:15:00+0100",1737490500000,2025-01-21,"21.01.2025","21:15:00",0.399,"Echtwert gemessen (L1)","measured"
"2025-01-21T21:30:00+0100",1737491400000,2025-01-21,"21.01.2025","21:30:00",0.38,"Echtwert gemessen (L1)","measured"
"2025-01-21T21:45:00+0100",1737492300000,2025-01-21,"21.01.2025","21:45:00",0.416,"Echtwert gemessen (L1)","measured"
"2025-01-21T22:00:00+0100",1737493200000,2025-01-21,"21.01.2025","22:00:00",0.348,"Echtwert gemessen (L1)","measured"
"2025-01-21T22:15:00+0100",1737494100000,2025-01-21,"21.01.2025","22:15:00",0.349,"Echtwert gemessen (L1)","measured"
"2025-01-21T22:30:00+0100",1.737495e+12,2025-01-21,"21.01.2025","22:30:00",0.319,"Echtwert gemessen (L1)","measured"
"2025-01-21T22:45:00+0100",1737495900000,2025-01-21,"21.01.2025","22:45:00",0.283,"Echtwert gemessen (L1)","measured"
"2025-01-21T23:00:00+0100",1737496800000,2025-01-21,"21.01.2025","23:00:00",0.24,"Echtwert gemessen (L1)","measured"
"2025-01-21T23:15:00+0100",1737497700000,2025-01-21,"21.01.2025","23:15:00",0.194,"Echtwert gemessen (L1)","measured"
"2025-01-21T23:30:00+0100",1737498600000,2025-01-21,"21.01.2025","23:30:00",0.195,"Echtwert gemessen (L1)","measured"
"2025-01-21T23:45:00+0100",1737499500000,2025-01-21,"21.01.2025","23:45:00",0.205,"Echtwert gemessen (L1)","measured"
"2025-01-22T00:00:00+0100",1737500400000,2025-01-21,"22.01.2025","00:00:00",0.189,"Echtwert gemessen (L1)","measured"
"2025-01-22T00:15:00+0100",1737501300000,2025-01-21,"22.01.2025","00:15:00",0.197,"Echtwert gemessen (L1)","measured"
"2025-01-22T00:30:00+0100",1737502200000,2025-01-21,"22.01.2025","00:30:00",0.218,"Echtwert gemessen (L1)","measured"
"2025-01-22T00:45:00+0100",1737503100000,2025-01-21,"22.01.2025","00:45:00",0.168,"Echtwert gemessen (L1)","measured"
"2025-01-22T01:00:00+0100",1.737504e+12,2025-01-22,"22.01.2025","01:00:00",0.208,"Echtwert gemessen (L1)","measured"
"2025-01-22T01:15:00+0100",1737504900000,2025-01-22,"22.01.2025","01:15:00",0.2,"Echtwert gemessen (L1)","measured"
"2025-01-22T01:30:00+0100",1737505800000,2025-01-22,"22.01.2025","01:30:00",0.171,"Echtwert gemessen (L1)","measured"
"2025-01-22T01:45:00+0100",1737506700000,2025-01-22,"22.01.2025","01:45:00",0.203,"Echtwert gemessen (L1)","measured"
"2025-01-22T02:00:00+0100",1737507600000,2025-01-22,"22.01.2025","02:00:00",0.197,"Echtwert gemessen (L1)","measured"
"2025-01-22T02:15:00+0100",1737508500000,2025-01-22,"22.01.2025","02:15:00",0.217,"Echtwert gemessen (L1)","measured"
"2025-01-22T02:30:00+0100",1737509400000,2025-01-22,"22.01.2025","02:30:00",0.203,"Echtwert gemessen (L1)","measured"
"2025-01-22T02:45:00+0100",1737510300000,2025-01-22,"22.01.2025","02:45:00",0.178,"Echtwert gemessen (L1)","measured"
"2025-01-22T03:00:00+0100",1737511200000,2025-01-22,"22.01.2025","03:00:00",0.193,"Echtwert gemessen (L1)","measured"
"2025-01-22T03:15:00+0100",1737512100000,2025-01-22,"22.01.2025","03:15:00",0.241,"Echtwert gemessen (L1)","measured"
"2025-01-22T03:30:00+0100",1.737513e+12,2025-01-22,"22.01.2025","03:30:00",0.18,"Echtwert gemessen (L1)","measured"
"2025-01-22T03:45:00+0100",1737513900000,2025-01-22,"22.01.2025","03:45:00",0.174,"Echtwert gemessen (L1)","measured"
"2025-01-22T04:00:00+0100",1737514800000,2025-01-22,"22.01.2025","04:00:00",0.177,"Echtwert gemessen (L1)","measured"
"2025-01-22T04:15:00+0100",1737515700000,2025-01-22,"22.01.2025","04:15:00",0.183,"Echtwert gemessen (L1)","measured"
"2025-01-22T04:30:00+0100",1737516600000,2025-01-22,"22.01.2025","04:30:00",0.168,"Echtwert gemessen (L1)","measured"
"2025-01-22T04:45:00+0100",1737517500000,2025-01-22,"22.01.2025","04:45:00",0.205,"Echtwert gemessen (L1)","measured"
"2025-01-22T05:00:00+0100",1737518400000,2025-01-22,"22.01.2025","05:00:00",0.208,"Echtwert gemessen (L1)","measured"
"2025-01-22T05:15:00+0100",1737519300000,2025-01-22,"22.01.2025","05:15:00",0.188,"Echtwert gemessen (L1)","measured"
"2025-01-22T05:30:00+0100",1737520200000,2025-01-22,"22.01.2025","05:30:00",0.184,"Echtwert gemessen (L1)","measured"
"2025-01-22T05:45:00+0100",1737521100000,2025-01-22,"22.01.2025","05:45:00",0.193,"Echtwert gemessen (L1)","measured"
"2025-01-22T06:00:00+0100",1.737522e+12,2025-01-22,"22.01.2025","06:00:00",0.252,"Echtwert gemessen (L1)","measured"
"2025-01-22T06:15:00+0100",1737522900000,2025-01-22,"22.01.2025","06:15:00",0.209,"Echtwert gemessen (L1)","measured"
"2025-01-22T06:30:00+0100",1737523800000,2025-01-22,"22.01.2025","06:30:00",0.192,"Echtwert gemessen (L1)","measured"
"2025-01-22T06:45:00+0100",1737524700000,2025-01-22,"22.01.2025","06:45:00",0.202,"Echtwert gemessen (L1)","measured"
"2025-01-22T07:00:00+0100",1737525600000,2025-01-22,"22.01.2025","07:00:00",0.28,"Echtwert gemessen (L1)","measured"
"2025-01-22T07:15:00+0100",1737526500000,2025-01-22,"22.01.2025","07:15:00",0.288,"Echtwert gemessen (L1)","measured"
"2025-01-22T07:30:00+0100",1737527400000,2025-01-22,"22.01.2025","07:30:00",0.256,"Echtwert gemessen (L1)","measured"
"2025-01-22T07:45:00+0100",1737528300000,2025-01-22,"22.01.2025","07:45:00",0.208,"Echtwert gemessen (L1)","measured"
"2025-01-22T08:00:00+0100",1737529200000,2025-01-22,"22.01.2025","08:00:00",0.45,"Echtwert gemessen (L1)","measured"
"2025-01-22T08:15:00+0100",1737530100000,2025-01-22,"22.01.2025","08:15:00",0.197,"Echtwert gemessen (L1)","measured"
"2025-01-22T08:30:00+0100",1.737531e+12,2025-01-22,"22.01.2025","08:30:00",0.156,"Echtwert gemessen (L1)","measured"
"2025-01-22T08:45:00+0100",1737531900000,2025-01-22,"22.01.2025","08:45:00",0,"Echtwert gemessen (L1)","measured"
"2025-01-22T09:00:00+0100",1737532800000,2025-01-22,"22.01.2025","09:00:00",0.008,"Echtwert gemessen (L1)","measured"
"2025-01-22T09:15:00+0100",1737533700000,2025-01-22,"22.01.2025","09:15:00",0.02,"Echtwert gemessen (L1)","measured"
"2025-01-22T09:30:00+0100",1737534600000,2025-01-22,"22.01.2025","09:30:00",0.049,"Echtwert gemessen (L1)","measured"
"2025-01-22T09:45:00+0100",1737535500000,2025-01-22,"22.01.2025","09:45:00",0.014,"Echtwert gemessen (L1)","measured"
"2025-01-22T10:00:00+0100",1737536400000,2025-01-22,"22.01.2025","10:00:00",0.034,"Echtwert gemessen (L1)","measured"
"2025-01-22T10:15:00+0100",1737537300000,2025-01-22,"22.01.2025","10:15:00",0.036,"Echtwert gemessen (L1)","measured"
"2025-01-22T10:30:00+0100",1737538200000,2025-01-22,"22.01.2025","10:30:00",0.069,"Echtwert gemessen (L1)","measured"
"2025-01-22T10:45:00+0100",1737539100000,2025-01-22,"22.01.2025","10:45:00",0.158,"Echtwert gemessen (L1)","measured"
"2025-01-22T11:00:00+0100",1.73754e+12,2025-01-22,"22.01.2025","11:00:00",0.056,"Echtwert gemessen (L1)","measured"
"2025-01-22T11:15:00+0100",1737540900000,2025-01-22,"22.01.2025","11:15:00",0.016,"Echtwert gemessen (L1)","measured"
"2025-01-22T11:30:00+0100",1737541800000,2025-01-22,"22.01.2025","11:30:00",0.137,"Echtwert gemessen (L1)","measured"
"2025-01-22T11:45:00+0100",1737542700000,2025-01-22,"22.01.2025","11:45:00",0.052,"Echtwert gemessen (L1)","measured"
"2025-01-22T12:00:00+0100",1737543600000,2025-01-22,"22.01.2025","12:00:00",0.046,"Echtwert gemessen (L1)","measured"
"2025-01-22T12:15:00+0100",1737544500000,2025-01-22,"22.01.2025","12:15:00",0.051,"Echtwert gemessen (L1)","measured"
"2025-01-22T12:30:00+0100",1737545400000,2025-01-22,"22.01.2025","12:30:00",0.003,"Echtwert gemessen (L1)","measured"
"2025-01-22T12:45:00+0100",1737546300000,2025-01-22,"22.01.2025","12:45:00",0.103,"Echtwert gemessen (L1)","measured"
"2025-01-22T13:00:00+0100",1737547200000,2025-01-22,"22.01.2025","13:00:00",0.303,"Echtwert gemessen (L1)","measured"
"2025-01-22T13:15:00+0100",1737548100000,2025-01-22,"22.01.2025","13:15:00",0.134,"Echtwert gemessen (L1)","measured"
"2025-01-22T13:30:00+0100",1.737549e+12,2025-01-22,"22.01.2025","13:30:00",0.049,"Echtwert gemessen (L1)","measured"
"2025-01-22T13:45:00+0100",1737549900000,2025-01-22,"22.01.2025","13:45:00",0.126,"Echtwert gemessen (L1)","measured"
"2025-01-22T14:00:00+0100",1737550800000,2025-01-22,"22.01.2025","14:00:00",0.069,"Echtwert gemessen (L1)","measured"
"2025-01-22T14:15:00+0100",1737551700000,2025-01-22,"22.01.2025","14:15:00",0.096,"Echtwert gemessen (L1)","measured"
"2025-01-22T14:30:00+0100",1737552600000,2025-01-22,"22.01.2025","14:30:00",0.1,"Echtwert gemessen (L1)","measured"
"2025-01-22T14:45:00+0100",1737553500000,2025-01-22,"22.01.2025","14:45:00",0.114,"Echtwert gemessen (L1)","measured"
"2025-01-22T15:00:00+0100",1737554400000,2025-01-22,"22.01.2025","15:00:00",0.129,"Echtwert gemessen (L1)","measured"
"2025-01-22T15:15:00+0100",1737555300000,2025-01-22,"22.01.2025","15:15:00",0.106,"Echtwert gemessen (L1)","measured"
"2025-01-22T15:30:00+0100",1737556200000,2025-01-22,"22.01.2025","15:30:00",0.125,"Echtwert gemessen (L1)","measured"
"2025-01-22T15:45:00+0100",1737557100000,2025-01-22,"22.01.2025","15:45:00",0.155,"Echtwert gemessen (L1)","measured"
"2025-01-22T16:00:00+0100",1.737558e+12,2025-01-22,"22.01.2025","16:00:00",0.285,"Echtwert gemessen (L1)","measured"
"2025-01-22T16:15:00+0100",1737558900000,2025-01-22,"22.01.2025","16:15:00",0.281,"Echtwert gemessen (L1)","measured"
"2025-01-22T16:30:00+0100",1737559800000,2025-01-22,"22.01.2025","16:30:00",0.315,"Echtwert gemessen (L1)","measured"
"2025-01-22T16:45:00+0100",1737560700000,2025-01-22,"22.01.2025","16:45:00",0.306,"Echtwert gemessen (L1)","measured"
"2025-01-22T17:00:00+0100",1737561600000,2025-01-22,"22.01.2025","17:00:00",0.384,"Echtwert gemessen (L1)","measured"
"2025-01-22T17:15:00+0100",1737562500000,2025-01-22,"22.01.2025","17:15:00",0.37,"Echtwert gemessen (L1)","measured"
"2025-01-22T17:30:00+0100",1737563400000,2025-01-22,"22.01.2025","17:30:00",0.318,"Echtwert gemessen (L1)","measured"
"2025-01-22T17:45:00+0100",1737564300000,2025-01-22,"22.01.2025","17:45:00",0.297,"Echtwert gemessen (L1)","measured"
"2025-01-22T18:00:00+0100",1737565200000,2025-01-22,"22.01.2025","18:00:00",0.312,"Echtwert gemessen (L1)","measured"
"2025-01-22T18:15:00+0100",1737566100000,2025-01-22,"22.01.2025","18:15:00",0.314,"Echtwert gemessen (L1)","measured"
"2025-01-22T18:30:00+0100",1.737567e+12,2025-01-22,"22.01.2025","18:30:00",0.328,"Echtwert gemessen (L1)","measured"
"2025-01-22T18:45:00+0100",1737567900000,2025-01-22,"22.01.2025","18:45:00",0.31,"Echtwert gemessen (L1)","measured"
"2025-01-22T19:00:00+0100",1737568800000,2025-01-22,"22.01.2025","19:00:00",0.575,"Echtwert gemessen (L1)","measured"
"2025-01-22T19:15:00+0100",1737569700000,2025-01-22,"22.01.2025","19:15:00",0.439,"Echtwert gemessen (L1)","measured"
"2025-01-22T19:30:00+0100",1737570600000,2025-01-22,"22.01.2025","19:30:00",0.531,"Echtwert gemessen (L1)","measured"
"2025-01-22T19:45:00+0100",1737571500000,2025-01-22,"22.01.2025","19:45:00",0.565,"Echtwert gemessen (L1)","measured"
"2025-01-22T20:00:00+0100",1737572400000,2025-01-22,"22.01.2025","20:00:00",0.503,"Echtwert gemessen (L1)","measured"
"2025-01-22T20:15:00+0100",1737573300000,2025-01-22,"22.01.2025","20:15:00",0.482,"Echtwert gemessen (L1)","measured"
"2025-01-22T20:30:00+0100",1737574200000,2025-01-22,"22.01.2025","20:30:00",0.549,"Echtwert gemessen (L1)","measured"
"2025-01-22T20:45:00+0100",1737575100000,2025-01-22,"22.01.2025","20:45:00",0.519,"Echtwert gemessen (L1)","measured"
"2025-01-22T21:00:00+0100",1.737576e+12,2025-01-22,"22.01.2025","21:00:00",0.453,"Echtwert gemessen (L1)","measured"
"2025-01-22T21:15:00+0100",1737576900000,2025-01-22,"22.01.2025","21:15:00",0.424,"Echtwert gemessen (L1)","measured"
"2025-01-22T21:30:00+0100",1737577800000,2025-01-22,"22.01.2025","21:30:00",0.413,"Echtwert gemessen (L1)","measured"
"2025-01-22T21:45:00+0100",1737578700000,2025-01-22,"22.01.2025","21:45:00",0.4,"Echtwert gemessen (L1)","measured"
"2025-01-22T22:00:00+0100",1737579600000,2025-01-22,"22.01.2025","22:00:00",0.402,"Echtwert gemessen (L1)","measured"
"2025-01-22T22:15:00+0100",1737580500000,2025-01-22,"22.01.2025","22:15:00",0.395,"Echtwert gemessen (L1)","measured"
"2025-01-22T22:30:00+0100",1737581400000,2025-01-22,"22.01.2025","22:30:00",0.344,"Echtwert gemessen (L1)","measured"
"2025-01-22T22:45:00+0100",1737582300000,2025-01-22,"22.01.2025","22:45:00",0.254,"Echtwert gemessen (L1)","measured"
"2025-01-22T23:00:00+0100",1737583200000,2025-01-22,"22.01.2025","23:00:00",0.24,"Echtwert gemessen (L1)","measured"
"2025-01-22T23:15:00+0100",1737584100000,2025-01-22,"22.01.2025","23:15:00",0.239,"Echtwert gemessen (L1)","measured"
"2025-01-22T23:30:00+0100",1.737585e+12,2025-01-22,"22.01.2025","23:30:00",0.169,"Echtwert gemessen (L1)","measured"
"2025-01-22T23:45:00+0100",1737585900000,2025-01-22,"22.01.2025","23:45:00",0.173,"Echtwert gemessen (L1)","measured"
"2025-01-23T00:00:00+0100",1737586800000,2025-01-22,"23.01.2025","00:00:00",0.197,"Echtwert gemessen (L1)","measured"
"2025-01-23T00:15:00+0100",1737587700000,2025-01-22,"23.01.2025","00:15:00",0.187,"Echtwert gemessen (L1)","measured"
"2025-01-23T00:30:00+0100",1737588600000,2025-01-22,"23.01.2025","00:30:00",0.168,"Echtwert gemessen (L1)","measured"
"2025-01-23T00:45:00+0100",1737589500000,2025-01-22,"23.01.2025","00:45:00",0.179,"Echtwert gemessen (L1)","measured"
"2025-01-23T01:00:00+0100",1737590400000,2025-01-23,"23.01.2025","01:00:00",0.201,"Echtwert gemessen (L1)","measured"
"2025-01-23T01:15:00+0100",1737591300000,2025-01-23,"23.01.2025","01:15:00",0.213,"Echtwert gemessen (L1)","measured"
"2025-01-23T01:30:00+0100",1737592200000,2025-01-23,"23.01.2025","01:30:00",0.179,"Echtwert gemessen (L1)","measured"
"2025-01-23T01:45:00+0100",1737593100000,2025-01-23,"23.01.2025","01:45:00",0.159,"Echtwert gemessen (L1)","measured"
"2025-01-23T02:00:00+0100",1.737594e+12,2025-01-23,"23.01.2025","02:00:00",0.221,"Echtwert gemessen (L1)","measured"
"2025-01-23T02:15:00+0100",1737594900000,2025-01-23,"23.01.2025","02:15:00",0.198,"Echtwert gemessen (L1)","measured"
"2025-01-23T02:30:00+0100",1737595800000,2025-01-23,"23.01.2025","02:30:00",0.193,"Echtwert gemessen (L1)","measured"
"2025-01-23T02:45:00+0100",1737596700000,2025-01-23,"23.01.2025","02:45:00",0.199,"Echtwert gemessen (L1)","measured"
"2025-01-23T03:00:00+0100",1737597600000,2025-01-23,"23.01.2025","03:00:00",0.213,"Echtwert gemessen (L1)","measured"
"2025-01-23T03:15:00+0100",1737598500000,2025-01-23,"23.01.2025","03:15:00",0.205,"Echtwert gemessen (L1)","measured"
"2025-01-23T03:30:00+0100",1737599400000,2025-01-23,"23.01.2025","03:30:00",0.212,"Echtwert gemessen (L1)","measured"
"2025-01-23T03:45:00+0100",1737600300000,2025-01-23,"23.01.2025","03:45:00",0.21,"Echtwert gemessen (L1)","measured"
"2025-01-23T04:00:00+0100",1737601200000,2025-01-23,"23.01.2025","04:00:00",0.182,"Echtwert gemessen (L1)","measured"
"2025-01-23T04:15:00+0100",1737602100000,2025-01-23,"23.01.2025","04:15:00",0.183,"Echtwert gemessen (L1)","measured"
"2025-01-23T04:30:00+0100",1.737603e+12,2025-01-23,"23.01.2025","04:30:00",0.22,"Echtwert gemessen (L1)","measured"
"2025-01-23T04:45:00+0100",1737603900000,2025-01-23,"23.01.2025","04:45:00",0.215,"Echtwert gemessen (L1)","measured"
"2025-01-23T05:00:00+0100",1737604800000,2025-01-23,"23.01.2025","05:00:00",0.167,"Echtwert gemessen (L1)","measured"
"2025-01-23T05:15:00+0100",1737605700000,2025-01-23,"23.01.2025","05:15:00",0.178,"Echtwert gemessen (L1)","measured"
"2025-01-23T05:30:00+0100",1737606600000,2025-01-23,"23.01.2025","05:30:00",0.208,"Echtwert gemessen (L1)","measured"
"2025-01-23T05:45:00+0100",1737607500000,2025-01-23,"23.01.2025","05:45:00",0.224,"Echtwert gemessen (L1)","measured"
"2025-01-23T06:00:00+0100",1737608400000,2025-01-23,"23.01.2025","06:00:00",0.203,"Echtwert gemessen (L1)","measured"
"2025-01-23T06:15:00+0100",1737609300000,2025-01-23,"23.01.2025","06:15:00",0.202,"Echtwert gemessen (L1)","measured"
"2025-01-23T06:30:00+0100",1737610200000,2025-01-23,"23.01.2025","06:30:00",0.209,"Echtwert gemessen (L1)","measured"
"2025-01-23T06:45:00+0100",1737611100000,2025-01-23,"23.01.2025","06:45:00",0.245,"Echtwert gemessen (L1)","measured"
"2025-01-23T07:00:00+0100",1.737612e+12,2025-01-23,"23.01.2025","07:00:00",0.257,"Echtwert gemessen (L1)","measured"
"2025-01-23T07:15:00+0100",1737612900000,2025-01-23,"23.01.2025","07:15:00",0.225,"Echtwert gemessen (L1)","measured"
"2025-01-23T07:30:00+0100",1737613800000,2025-01-23,"23.01.2025","07:30:00",0.243,"Echtwert gemessen (L1)","measured"
"2025-01-23T07:45:00+0100",1737614700000,2025-01-23,"23.01.2025","07:45:00",0.437,"Echtwert gemessen (L1)","measured"
"2025-01-23T08:00:00+0100",1737615600000,2025-01-23,"23.01.2025","08:00:00",0.393,"Echtwert gemessen (L1)","measured"
"2025-01-23T08:15:00+0100",1737616500000,2025-01-23,"23.01.2025","08:15:00",0.195,"Echtwert gemessen (L1)","measured"
"2025-01-23T08:30:00+0100",1737617400000,2025-01-23,"23.01.2025","08:30:00",0.209,"Echtwert gemessen (L1)","measured"
"2025-01-23T08:45:00+0100",1737618300000,2025-01-23,"23.01.2025","08:45:00",0.246,"Echtwert gemessen (L1)","measured"
"2025-01-23T09:00:00+0100",1737619200000,2025-01-23,"23.01.2025","09:00:00",0.471,"Echtwert gemessen (L1)","measured"
"2025-01-23T09:15:00+0100",1737620100000,2025-01-23,"23.01.2025","09:15:00",0.222,"Echtwert gemessen (L1)","measured"
"2025-01-23T09:30:00+0100",1.737621e+12,2025-01-23,"23.01.2025","09:30:00",0.189,"Echtwert gemessen (L1)","measured"
"2025-01-23T09:45:00+0100",1737621900000,2025-01-23,"23.01.2025","09:45:00",0.127,"Echtwert gemessen (L1)","measured"
"2025-01-23T10:00:00+0100",1737622800000,2025-01-23,"23.01.2025","10:00:00",0.04,"Echtwert gemessen (L1)","measured"
"2025-01-23T10:15:00+0100",1737623700000,2025-01-23,"23.01.2025","10:15:00",0.07,"Echtwert gemessen (L1)","measured"
"2025-01-23T10:30:00+0100",1737624600000,2025-01-23,"23.01.2025","10:30:00",0.157,"Echtwert gemessen (L1)","measured"
"2025-01-23T10:45:00+0100",1737625500000,2025-01-23,"23.01.2025","10:45:00",0.083,"Echtwert gemessen (L1)","measured"
"2025-01-23T11:00:00+0100",1737626400000,2025-01-23,"23.01.2025","11:00:00",0.316,"Echtwert gemessen (L1)","measured"
"2025-01-23T11:15:00+0100",1737627300000,2025-01-23,"23.01.2025","11:15:00",0.39,"Echtwert gemessen (L1)","measured"
"2025-01-23T11:30:00+0100",1737628200000,2025-01-23,"23.01.2025","11:30:00",0.207,"Echtwert gemessen (L1)","measured"
"2025-01-23T11:45:00+0100",1737629100000,2025-01-23,"23.01.2025","11:45:00",0.05,"Echtwert gemessen (L1)","measured"
"2025-01-23T12:00:00+0100",1.73763e+12,2025-01-23,"23.01.2025","12:00:00",0.059,"Echtwert gemessen (L1)","measured"
"2025-01-23T12:15:00+0100",1737630900000,2025-01-23,"23.01.2025","12:15:00",0.084,"Echtwert gemessen (L1)","measured"
"2025-01-23T12:30:00+0100",1737631800000,2025-01-23,"23.01.2025","12:30:00",0.141,"Echtwert gemessen (L1)","measured"
"2025-01-23T12:45:00+0100",1737632700000,2025-01-23,"23.01.2025","12:45:00",0.102,"Echtwert gemessen (L1)","measured"
"2025-01-23T13:00:00+0100",1737633600000,2025-01-23,"23.01.2025","13:00:00",0.103,"Echtwert gemessen (L1)","measured"
"2025-01-23T13:15:00+0100",1737634500000,2025-01-23,"23.01.2025","13:15:00",0.238,"Echtwert gemessen (L1)","measured"
"2025-01-23T13:30:00+0100",1737635400000,2025-01-23,"23.01.2025","13:30:00",0.258,"Echtwert gemessen (L1)","measured"
"2025-01-23T13:45:00+0100",1737636300000,2025-01-23,"23.01.2025","13:45:00",0.154,"Echtwert gemessen (L1)","measured"
"2025-01-23T14:00:00+0100",1737637200000,2025-01-23,"23.01.2025","14:00:00",0.093,"Echtwert gemessen (L1)","measured"
"2025-01-23T14:15:00+0100",1737638100000,2025-01-23,"23.01.2025","14:15:00",0.094,"Echtwert gemessen (L1)","measured"
"2025-01-23T14:30:00+0100",1.737639e+12,2025-01-23,"23.01.2025","14:30:00",0.133,"Echtwert gemessen (L1)","measured"
"2025-01-23T14:45:00+0100",1737639900000,2025-01-23,"23.01.2025","14:45:00",0.203,"Echtwert gemessen (L1)","measured"
"2025-01-23T15:00:00+0100",1737640800000,2025-01-23,"23.01.2025","15:00:00",0.618,"Echtwert gemessen (L1)","measured"
"2025-01-23T15:15:00+0100",1737641700000,2025-01-23,"23.01.2025","15:15:00",0.554,"Echtwert gemessen (L1)","measured"
"2025-01-23T15:30:00+0100",1737642600000,2025-01-23,"23.01.2025","15:30:00",0.188,"Echtwert gemessen (L1)","measured"
"2025-01-23T15:45:00+0100",1737643500000,2025-01-23,"23.01.2025","15:45:00",0.258,"Echtwert gemessen (L1)","measured"
"2025-01-23T16:00:00+0100",1737644400000,2025-01-23,"23.01.2025","16:00:00",0.266,"Echtwert gemessen (L1)","measured"
"2025-01-23T16:15:00+0100",1737645300000,2025-01-23,"23.01.2025","16:15:00",0.807,"Echtwert gemessen (L1)","measured"
"2025-01-23T16:30:00+0100",1737646200000,2025-01-23,"23.01.2025","16:30:00",1.063,"Echtwert gemessen (L1)","measured"
"2025-01-23T16:45:00+0100",1737647100000,2025-01-23,"23.01.2025","16:45:00",0.778,"Echtwert gemessen (L1)","measured"
"2025-01-23T17:00:00+0100",1.737648e+12,2025-01-23,"23.01.2025","17:00:00",0.721,"Echtwert gemessen (L1)","measured"
"2025-01-23T17:15:00+0100",1737648900000,2025-01-23,"23.01.2025","17:15:00",0.538,"Echtwert gemessen (L1)","measured"
"2025-01-23T17:30:00+0100",1737649800000,2025-01-23,"23.01.2025","17:30:00",0.334,"Echtwert gemessen (L1)","measured"
"2025-01-23T17:45:00+0100",1737650700000,2025-01-23,"23.01.2025","17:45:00",0.349,"Echtwert gemessen (L1)","measured"
"2025-01-23T18:00:00+0100",1737651600000,2025-01-23,"23.01.2025","18:00:00",0.357,"Echtwert gemessen (L1)","measured"
"2025-01-23T18:15:00+0100",1737652500000,2025-01-23,"23.01.2025","18:15:00",0.437,"Echtwert gemessen (L1)","measured"
"2025-01-23T18:30:00+0100",1737653400000,2025-01-23,"23.01.2025","18:30:00",0.381,"Echtwert gemessen (L1)","measured"
"2025-01-23T18:45:00+0100",1737654300000,2025-01-23,"23.01.2025","18:45:00",0.375,"Echtwert gemessen (L1)","measured"
"2025-01-23T19:00:00+0100",1737655200000,2025-01-23,"23.01.2025","19:00:00",0.552,"Echtwert gemessen (L1)","measured"
"2025-01-23T19:15:00+0100",1737656100000,2025-01-23,"23.01.2025","19:15:00",0.458,"Echtwert gemessen (L1)","measured"
"2025-01-23T19:30:00+0100",1.737657e+12,2025-01-23,"23.01.2025","19:30:00",0.431,"Echtwert gemessen (L1)","measured"
"2025-01-23T19:45:00+0100",1737657900000,2025-01-23,"23.01.2025","19:45:00",0.679,"Echtwert gemessen (L1)","measured"
